Customer_Name,Scenario,Mother_SKU,Store Concept,Department,Sub Department,Class,Lab Grown,Price Bucket,week_starting_sunday,QUANTITY,NET_SALES_AMOUNT,Unit_Cost,prc_reg_wtd,dod,POS_SALE_AMOUNT,All_Other,Customer_Appreciation_Program,Discount_Other,Employee_Discounts,Exchange_Offer,Gift_with_Purchase,Loose_Diamonds_Discount,Military_Discounts,Online_only_Promo,Outlet_only_Promo,Price_Match,Promo_Bundle,Promo_Events_Clearence,Promo_Events_DOF,Promo_Other,Promo_WOW,GWP_6_Discount_type,GWP_8_Discount_type,prc_prm_wtd,PriceBaseUnits,PromoPrice,XMas,XMasB1,XMasB2,XMasB3,XMasB4,Thanks,ThanksB1,ThanksB2,Columb,Labor,FatherB1,Memo,Mother,MotherB1,EasterB1,Vday,VdayB1,Bluenile_Vol,Jerad_Vol,Bluenile_DoD,Jerad_DoD,Bluenile_Price,Jerad_Price
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,05-09-2021,9,10333.45,761.3165,1208.438889,0.0498807,10875.95,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1148.161111,7.097084631,7.045916908,,,,,,,,,,,,,,,,,,8,6,0.058859226,0.062849682,882.160389,1607.223722
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,5/16/2021,15,29595.42,1892.740593,2592.795333,0.239034422,38891.93,0,1,1,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1973.028,7.860491852,7.587324698,,,,,,,,,,,,,,,,,,11,13,0.143420653,0.179275817,2774.291006,3137.282353
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,5/23/2021,10,18600.94,1557.15862,2133.094,0.127983108,21330.94,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1860.094,7.665328787,7.528382303,,,,,,,,,,,,,,,,,,14,10,0.101106655,0.110065473,2922.33878,1685.14426
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,5/30/2021,9,15956.19,1488.176889,1860.221111,0.046935878,16741.99,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1772.91,7.528450637,7.480377543,,,,,,,,,,,,,,,,,,9,9,0.04599716,0.040364855,1748.607844,2492.696289
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,06-06-2021,5,4382.97,625.50798,933.594,0.061054377,4667.97,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,876.594,6.839041654,6.776043943,,,,,,,,,,,,,,,,,,5,6,0.078760146,0.08425504,718.86738,578.82828
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,6/13/2021,11,23515.55,1737.493682,2199.359091,0.027999893,24192.95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2137.777273,7.695921275,7.667521911,,,,,,,,,,,,,,,,,,8,11,0.017359934,0.019879924,2331.320636,2309.327046
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,6/20/2021,9,14124.96,776.6478222,1584.995556,0.009814258,14264.96,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1569.44,7.368336882,7.358474147,,,,,,,,,,,,,,,,,,12,13,0.006968123,0.013543676,1283.8464,1474.045867
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,6/27/2021,8,21157.21,1863.920625,2662.74375,0.006794683,21301.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2644.65125,7.887112355,7.880294483,,,,,,,,,,,,,,,,,,10,7,0.005299853,0.006183162,2982.273,3541.449188
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,07-04-2021,1,1209,664.95,1209,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,7.097548851,7.097548851,,,,,,,,,,,,,,,,,,1,1,0,0,1233.18,1595.88
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,07-11-2021,6,13625.98,1635.1176,2270.996667,0,13625.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270.996667,7.727974074,7.727974074,,,,,,,,,,,,,,,,,,8,6,0,0,2906.875734,1975.7671
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,7/18/2021,6,9376.98,1152.9109,1579.33,0.010447468,9475.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.83,7.364755985,7.354253559,,,,,,,,,,,,,,,,,,8,5,0.011805639,0.010760892,1216.0841,2211.062
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,7/25/2021,11,17445.95,1305.378182,1631.722727,0.028023923,17948.95,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1585.995455,7.397391624,7.368967536,,,,,,,,,,,,,,,,,,8,11,0.021298181,0.019056268,1827.529454,1060.619773
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,08-01-2021,4,16726.99,2174.5087,4181.7475,0,16726.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181.7475,8.3384845,8.3384845,,,,,,,,,,,,,,,,,,5,6,0,0,3136.310625,4139.930025
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,08-08-2021,6,6117.96,734.1552,1019.66,0,6117.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019.66,6.927224517,6.927224517,,,,,,,,,,,,,,,,,,9,5,0,0,1407.1308,1091.0362
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,8/15/2021,10,15488.96,697.0032,1548.896,0,15488.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.896,7.345297698,7.345297698,,,,,,,,,,,,,,,,,,8,12,0,0,1579.87392,1037.76032
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,8/22/2021,5,7230.99,1002.45464,1474.198,0.018993378,7370.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446.198,7.295869392,7.276693323,,,,,,,,,,,,,,,,,,4,6,0.02564106,0.015384636,1710.06968,1164.61642
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,8/29/2021,1,3928.01,2435.5259,4128.01,0.048449495,4128.01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3928.01,8.32555073,8.275888215,,,,,,,,,,,,,,,,,,1,1,0.031492172,0.039244091,5242.5727,3467.5284
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,09-05-2021,2,8923,2899.975,4461.5,0,8923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4461.5,8.403240311,8.403240311,,,,,,,,,,,,,,,,,,2,3,0,0,4283.04,3301.51
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,09-12-2021,6,13180.98,1735.4957,2196.83,0,13180.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196.83,7.694770691,7.694770691,,,,,,,,,,,,,,,,,,7,8,0,0,2658.1643,2043.0519
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,9/19/2021,8,24824.97,1644.654263,3103.12125,0,24824.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103.12125,8.040163739,8.040163739,,,,,,,,,,,,,,,,,,9,7,0,0,2141.153663,2265.278513
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,9/26/2021,11,14961.97,921.7182,1396.542727,0.026038327,15361.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1360.179091,7.241754981,7.215371655,,,,,,,,,,,,,,,,,,8,10,0.016404146,0.024476027,879.821918,837.9256362
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,10-03-2021,4,9337.59,1760.265725,2479.2475,0.058424986,9916.99,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2334.3975,7.815710366,7.755509107,,,,,,,,,,,,,,,,,,6,6,0.063098985,0.074199732,3470.9465,3371.7766
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,10-10-2021,6,8741.99,959.1434667,1498.661667,0.02780036,8991.97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456.998333,7.312327767,7.284133662,,,,,,,,,,,,,,,,,,6,6,0.038920504,0.033916439,1903.300317,1064.049784
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,10/17/2021,8,15223.98,1484.33805,1902.9975,0,15223.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902.9975,7.551185554,7.551185554,,,,,,,,,,,,,,,,,,11,6,0,0,1198.888425,2359.7169
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,10/24/2021,5,20520.09,2140.47306,4554.198,0.098849457,22770.99,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4104.018,8.423804724,8.319721773,,,,,,,,,,,,,,,,,,5,7,0.072160104,0.064252147,5783.83146,3871.0683
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,10/31/2021,4,2361.96,448.0302,613.74,0.037882491,2454.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,590.49,6.419571386,6.380952701,,,,,,,,,,,,,,,,,,4,5,0.032578942,0.028790693,448.0302,589.1904
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,11-07-2021,5,4301.98,648.28512,900.396,0.044424897,4501.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,860.396,6.802834667,6.757392748,,,,,,,,,,,,,,,,,,5,6,0.053309876,0.033762922,882.38808,1179.51876
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,11/14/2021,13,17984.97,972.0138385,1450.766923,0.046394559,18859.97,0,0,0,0,0,2,0,0,0,0,3,0,0,2,1,0,0,2,1383.459231,7.279847608,7.232342331,,,,,,,,,,,,,,,,,,10,11,0.053353743,0.045002722,1291.182561,1494.289931
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,11/21/2021,4,9801.99,1197.786375,2661.7475,0.079365154,10646.99,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,2450.4975,7.886738141,7.804046344,,,,,,,,,,,,,,,,,,4,6,0.086508018,0.061111169,1703.5184,2289.10285
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,11/28/2021,10,15820.97,1093.97399,1632.797,0.031051012,16327.97,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,3,1582.097,7.398049774,7.366506461,,,,,,,,,,,,,,,,,,11,13,0.02515132,0.021735708,2138.96407,1910.37249
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,12-05-2021,18,41662.94,1291.5199,2436.83,0.050156237,43862.94,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,2314.607778,7.798453293,7.746995526,,,,,,,,,,,,,,,,,,11,12,0.046143738,0.035610928,1876.3591,3362.8254
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,12-12-2021,11,16876.7,1011.257318,1713.995455,0.104871923,18853.95,0,2,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1534.245455,7.446582447,7.335793979,,,,,,,,,,,,,,,,,,14,15,0.100677046,0.06816675,1645.435637,2176.774228
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,12/19/2021,24,39654.12,1360.651987,1916.41125,0.137839021,45993.87,0,0,1,0,0,0,0,2,0,0,3,0,0,6,2,0,0,0,1652.255,7.558209575,7.409896301,,,,,,,,,,,,,,,,,,17,32,0.097865705,0.106136046,1456.47255,2453.0064
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,12/26/2021,2,6316.26,2559.555,3709.5,0.148637283,7419,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3158.13,8.218652376,8.057735359,,,,,,,,,,,,,,,,,,3,2,0.08918237,0.126341691,4488.495,4488.495
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,01-02-2022,4,7068.18,1225.03185,1944.495,0.091257627,7777.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1767.045,7.572757582,7.477063939,,,,,,,,,,,,,,,,,,4,3,0.087607322,0.125935525,2061.1647,1186.14195
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,01-09-2022,6,10911.19,1538.3988,2136.665,0.148892472,12819.99,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1818.531667,7.667001481,7.505784678,,,,,,,,,,,,,,,,,,6,7,0.168248493,0.196538063,2499.89805,1965.7318
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,1/16/2022,10,7244.42,532.77832,750.392,0.034581925,7503.92,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,724.442,6.620595737,6.585401703,,,,,,,,,,,,,,,,,,13,13,0.038731756,0.025244805,847.94296,832.93512
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,1/23/2022,9,15708.45,798.7975,1775.105556,0.016743918,15975.95,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1745.383333,7.481615168,7.464729486,,,,,,,,,,,,,,,,,,9,8,0.02042758,0.017078796,1065.063334,2325.388278
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,1/30/2022,11,32434.75,2809.306955,4192.995455,0.296776334,46122.95,0,0,0,1,1,0,0,0,1,0,3,0,0,2,0,2,0,0,2948.613636,8.341170663,7.989090385,,,,,,,,,,,,,,,,,,11,15,0.276001991,0.299744097,4067.205591,4402.645228
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,02-06-2022,5,13606.77,1971.18452,3398.594,0.19927064,16992.97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2721.354,8.131117096,7.90888483,,,,,,,,,,,,,,,,,,7,4,0.131518622,0.273000777,3670.48152,2990.76272
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,2/13/2022,6,7746.97,723.0505333,1291.161667,-2.22E-16,7746.97,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1291.161667,7.163297609,7.163297609,,,,,,,,,,,,,,,,,,7,5,-2.75E-16,-1.78E-16,1691.421784,1562.305617
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,2/20/2022,10,15694.95,706.63295,1723.495,0.08935332,17234.95,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1569.495,7.452109485,7.358509191,,,,,,,,,,,,,,,,,,11,11,0.054505525,0.065227924,1706.26005,1671.79015
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,2/27/2022,9,32707.98,2046.4022,4012.553333,0.094287428,36112.98,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3634.22,8.297183059,8.198149786,,,,,,,,,,,,,,,,,,10,6,0.097116051,0.115973536,3049.540533,4734.812933
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,03-06-2022,7,7477.53,606.2434857,1165.852857,0.083744947,8160.97,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1068.218571,7.061208164,6.973747653,,,,,,,,,,,,,,,,,,7,9,0.077045351,0.097981588,1364.047843,1037.609043
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,3/13/2022,7,3392.54,424.9818857,544.8485714,0.110489415,3813.94,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,484.6485714,6.300507905,6.183424033,,,,,,,,,,,,,,,,,,8,5,0.074027908,0.100545368,762.788,653.8182857
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,3/20/2022,5,20269.33,3978.12084,5035.596,0.194958055,25177.98,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4053.866,8.52428717,8.307426273,,,,,,,,,,,,,,,,,,6,5,0.185210152,0.126722736,4532.0364,4280.2566
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,3/27/2022,5,6086.98,853.0574,1312.396,0.072386688,6561.98,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1217.396,7.179609753,7.10446943,,,,,,,,,,,,,,,,,,7,4,0.060804818,0.101341363,1325.51996,1509.2554
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,04-03-2022,1,784.99,451.3449,884.99,0.112995627,884.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.99,6.785576346,6.665670979,,,,,,,,,,,,,,,,,,2,2,0.119775365,0.074577114,1141.6371,601.7932
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,04-10-2022,7,9411.56,750.0984,1415.28,0.050005249,9906.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1344.508571,7.25508267,7.203783851,,,,,,,,,,,,,,,,,,7,6,0.057506036,0.042004409,1769.1,1570.9608
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,4/17/2022,2,3549.15,949.05,2109,0.158570413,4218,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1774.575,7.65396918,7.481316237,,,,,,,,,,,,,,,,,,2,3,0.155399005,0.17284175,2762.79,2109
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,4/24/2022,12,19350.7,1031.218717,1747.828333,0.077393184,20973.94,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1612.558333,7.466129344,7.385577224,,,,,,,,,,,,,,,,,,9,12,0.061914547,0.09674148,1765.306616,2394.524816
333333_1,B2C,COM1,Mall+Off-Mall,Misc Merchandise,Custom Design,DLG Builder,xxx,High,05-01-2022,15,21450.44,980.6026133,1442.062667,0.008344529,21630.94,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1430.029333,7.273829775,7.265450236,,,,,,,,,,,,,,,,,,19,18,0.006592178,0.008010748,1759.316454,1355.538907
